iter	RMSE
198	98.09320659
199	98.04321426
200	98.01703305
201	97.93986977
202	97.87554954
203	97.84295371
204	97.81220905
205	97.78400948
206	97.7162678
207	97.68932079
208	97.60294099
209	97.53556309
210	97.44719856
211	97.37210642
212	97.33571574
213	97.25376152
214	97.21499856
215	97.16294244
216	97.07148813
217	97.02971627
218	96.98876198
219	96.96117855
220	96.93302118
221	96.88580014
222	96.82172442
223	96.78208107
224	96.73929861
225	96.65292746
226	96.63108313
227	96.53314198
228	96.4927146
229	96.46668138
230	96.36998605
231	96.34571307
232	96.29654593
233	96.2531018
234	96.17837788
235	96.11932687
236	96.06651246
237	96.02433424
238	95.98138068
239	95.95700505
240	95.92875247
241	95.90311112
242	95.8455215
243	95.77916948
244	95.69835556
245	95.67644196
246	95.61635702
247	95.58537001
248	95.56546272
249	95.51914415
250	95.46019074
251	95.42139484
252	95.39381569
253	95.33031436
254	95.28644931
255	95.26389883
256	95.21792613
257	95.19177341
258	95.16138101
259	95.12149602
260	95.07625405
261	95.03891296
262	95.0144257
263	94.97952444
264	94.9446938
265	94.88355812
266	94.81447663
267	94.80190411
268	94.77311457
269	94.74617267
270	94.6843878
271	94.64415699
272	94.58013872
273	94.54997024
274	94.4981371
275	94.44582778
276	94.42328416
277	94.36511647
278	94.31728561
279	94.2715845
280	94.236605
281	94.21632722
282	94.16337473
283	94.1192363
284	94.08112096
285	94.03589584
286	94.00075317
287	93.97021898
288	93.91666079
289	93.88916541
290	93.86343181
291	93.83142503
292	93.80577645
293	93.74413018
294	93.70628537
295	93.65847271
296	93.64012285
297	93.59343006
298	93.5607109
299	93.51377012
300	93.47801369
301	93.45050942
302	93.41252543
303	93.38984388
304	93.35732961
305	93.32609479
306	93.29025715
307	93.24129732
308	93.20023868
309	93.159365
310	93.13480924
311	93.11044262
312	93.07697828
313	93.05836966
314	93.01053459
315	92.98714702
316	92.95726512
317	92.91444212
318	92.86600134
319	92.81516658
320	92.78381878
321	92.76425883
322	92.7283303
323	92.69562707
324	92.65669521
325	92.62239742
326	92.58630097
327	92.55572773
328	92.53043989
329	92.50449088
330	92.48050352
331	92.45701065
332	92.41810791
333	92.39587667
334	92.36811707
335	92.34388804
336	92.31822417
337	92.29117172
338	92.26202336
339	92.2377128
340	92.1995021
341	92.16786576
342	92.13275613
343	92.10395923
344	92.06507398
345	92.02841811
346	92.00220448
347	91.97720233
348	91.9286947
349	91.8832313
350	91.85110051
351	91.82629441
352	91.78955542
353	91.76231506
354	91.735529
355	91.71136286
356	91.68299495
357	91.63534206
358	91.60649991
359	91.58814666
360	91.56965835
361	91.53034147
362	91.49573525
363	91.47251181
364	91.42882055
365	91.40754019
366	91.38119107
367	91.36045264
368	91.30554502
369	91.27790094
370	91.24714809
371	91.21676276
372	91.19490934
373	91.16958989
374	91.13474116
375	91.11184896
376	91.07791212
377	91.05225215
378	91.02515095
379	90.99589662
380	90.96636301
381	90.93760137
382	90.89410317
383	90.86967739
384	90.84223048
385	90.81844925
386	90.79973571
387	90.76528246
388	90.73837153
389	90.70261856
390	90.68132218
391	90.66177845
392	90.62928131
393	90.60436751
394	90.57571896
395	90.55889145
396	90.53420172
397	90.51075413
398	90.49338618
399	90.47284573
400	90.43009037
401	90.39973612
402	90.36747584
403	90.34395837
404	90.30756173
405	90.25866233
406	90.2249369
407	90.19887964
408	90.17562669
409	90.14420386
410	90.11961703
411	90.06690124
412	90.04928745
413	90.02645969
414	90.00207078
415	89.98169111
416	89.94640315
417	89.92486446
418	89.90195747
419	89.87651764
420	89.85984244
421	89.83843725
422	89.78781226
423	89.76010945
424	89.74218196
425	89.71779171
426	89.69653552
427	89.66251544
428	89.63453647
429	89.61551197
430	89.59442265
431	89.56190643
432	89.5384306
433	89.50872232
434	89.47787202
435	89.45150818
436	89.41939836
437	89.38751442
438	89.35211697
439	89.32337148
440	89.29478354
441	89.27598682
442	89.24080658
443	89.21140808
444	89.17617371
445	89.15211717
446	89.10286667
447	89.08297453
448	89.06377211
449	89.03876778
450	89.0250331
451	88.98919199
452	88.96430059
453	88.93987593
454	88.91859977
455	88.88979848
456	88.87280714
457	88.84892459
458	88.82503344
459	88.80809946
460	88.78251762
461	88.75394939
462	88.73601881
463	88.69548036
464	88.67429873
465	88.63629208
466	88.61845797
467	88.58859975
468	88.57090125
469	88.54856035
470	88.50687275
471	88.48665913
472	88.46714015
473	88.44181878
474	88.39804872
475	88.36704246
476	88.34718702
477	88.32109055
478	88.28992583
479	88.25605569
480	88.22565382
481	88.20003103
482	88.17914338
483	88.14332484
484	88.11359951
485	88.0989528
486	88.06835338
487	88.04286686
488	88.02701011
489	88.0083671
490	87.98653027
491	87.96681361
492	87.9482783
493	87.92858747
494	87.89789291
495	87.86728994
496	87.84102614
497	87.81720218
498	87.78603499
499	87.76741789
500	87.75039243
501	87.72758016
502	87.70879245
503	87.68766307
504	87.66398638
505	87.64292793
506	87.61494446
507	87.58382151
508	87.55082566
509	87.52655513
510	87.50581787
511	87.48555961
512	87.45617919
513	87.43555275
514	87.41828203
515	87.39675013
516	87.37064487
517	87.35162171
518	87.33372578
519	87.30562639
520	87.27636709
521	87.25570681
522	87.23489765
523	87.22079226
524	87.20180098
525	87.18007256
526	87.15934704
527	87.13666572
528	87.11118568
529	87.07811211
530	87.05834337
531	87.03900299
532	87.02363229
533	87.004727
534	86.99290243
535	86.95769887
536	86.93553481
537	86.91686718
538	86.87762606
539	86.85935542
540	86.82012175
541	86.80524684
542	86.7833206
543	86.75705418
544	86.72727301
545	86.71350453
546	86.69538633
547	86.67722784
548	86.64824543
549	86.63629361
550	86.61673139
551	86.59471698
552	86.5633615
553	86.52987594
554	86.513789
555	86.49194774
556	86.46908775
557	86.4471619
558	86.42493739
559	86.40777805
560	86.38387023
561	86.36848549
562	86.34481558
563	86.31853603
564	86.30055797
565	86.27289634
566	86.24863642
567	86.23066834
568	86.21503174
569	86.18961426
570	86.16336994
571	86.14674007
572	86.12464494
573	86.08893239
574	86.058259
575	86.04970262
576	86.03393419
577	86.00815379
578	85.98018847
579	85.96489941
580	85.93813295
581	85.91635655
582	85.89626249
583	85.87780024
584	85.86071224
585	85.84000236
586	85.81832948
587	85.78430675
588	85.76301632
589	85.74734215
590	85.73142477
591	85.69869907
592	85.67591659
593	85.64053054
594	85.6072709
595	85.58331467
596	85.56426184
597	85.53800983
598	85.51225619
599	85.49710658
600	85.47496832
601	85.46393492
602	85.44058339
603	85.4152048
604	85.39743175
605	85.37967064
606	85.36160874
607	85.34772607
608	85.32578613
609	85.31120337
610	85.29474982
611	85.26932133
612	85.24973882
613	85.21914845
614	85.16473199
615	85.14633214
616	85.11457546
617	85.09021907
618	85.0666236
619	85.05058757
620	85.02999834
621	85.01808004
622	84.99615068
623	84.96752454
624	84.93897012
625	84.91509389
626	84.89937474
627	84.87866989
628	84.86013211
629	84.8400964
630	84.81427712
631	84.79309295
632	84.7656794
633	84.74626143
634	84.73347177
635	84.7148791
636	84.6901734
637	84.67465799
638	84.65658171
639	84.63725133
640	84.61815626
641	84.57319493
642	84.5446522
643	84.52116094
644	84.4994867
645	84.47704048
646	84.45647796
647	84.44048963
648	84.42138671
649	84.40881158
650	84.3909783
651	84.35836569
652	84.34303115
653	84.3230606
654	84.3031636
655	84.28916801
656	84.26934881
657	84.24247504
658	84.21981184
659	84.20398419
660	84.19234185
661	84.18081658
662	84.15926016
663	84.13659127
664	84.10614191
665	84.0908427
666	84.07449549
667	84.04849567
668	84.02224683
669	84.00079747
670	83.97925645
671	83.96440553
672	83.94537471
673	83.90811286
674	83.88108009
675	83.84833393
676	83.82666072
677	83.80593962
678	83.78869083
679	83.76702022
680	83.74814983
681	83.73062556
682	83.7061923
683	83.68541268
684	83.66909077
685	83.64448817
686	83.62034569
687	83.60428357
688	83.58410016
689	83.57208662
690	83.55893441
691	83.53814268
692	83.52105346
693	83.4905507
694	83.47232553
695	83.45323478
696	83.42869256
697	83.40233375
698	83.38589915
699	83.36929083
700	83.35204849
701	83.33266056
702	83.31526288
703	83.29238911
704	83.2696178
705	83.24337829
706	83.22699777
707	83.21051409
708	83.18949515
709	83.16300077
710	83.14421671
711	83.11310004
712	83.09098117
713	83.05146534
714	83.0221373
715	82.99471472
716	82.98303801
717	82.96316123
718	82.93353533
719	82.90610578
720	82.88166084
721	82.86447928
722	82.85279725
723	82.82882689
724	82.8099838
725	82.77724897
726	82.76037723
727	82.75166306
728	82.73412307
729	82.7137054
730	82.69609572
731	82.67411447
732	82.6525085
733	82.63605968
734	82.61161827
735	82.59619659
736	82.57146494
737	82.55086454
738	82.54082007
739	82.52034158
740	82.49712994
741	82.48378721
742	82.46779613
743	82.44840107
744	82.43050203
745	82.41373454
746	82.39503444
747	82.37809666
748	82.36111706
749	82.34845507
750	82.33095324
751	82.31981719
752	82.30193742
753	82.27420914
754	82.2575753
755	82.23134043
756	82.21983063
757	82.19250155
758	82.17244943
759	82.15701502
760	82.13612513
761	82.11603745
762	82.10080471
763	82.08548666
764	82.06845434
765	82.04797104
766	82.0216985
767	81.97723116
768	81.95084176
769	81.93027829
770	81.91346499
771	81.88874196
772	81.86890696
773	81.85314479
774	81.83195871
775	81.81153893
776	81.79266545
777	81.77268686
778	81.74712425
779	81.7259643
780	81.71162381
781	81.68214166
782	81.66115913
783	81.64530415
784	81.62516474
785	81.5992021
786	81.58127736
787	81.56646603
788	81.54317851
789	81.52805508
790	81.50856685
791	81.49296966
792	81.47729238
793	81.46048348
794	81.44791591
795	81.4208494
796	81.39353228
797	81.3789088
798	81.36545844
799	81.34594174
800	81.33300922
801	81.31062191
802	81.29070022
803	81.27017584
804	81.24659929
805	81.22827086
806	81.21001537
807	81.18379176
808	81.16914113
809	81.15002297
810	81.12899446
811	81.11954487
812	81.10347232
813	81.08853474
814	81.05241011
815	81.03932241
816	81.01698608
817	80.98723453
818	80.95557506
819	80.94274812
820	80.92668184
821	80.90683168
822	80.89538563
823	80.87919519
824	80.86021508
825	80.8300924
826	80.81046191
827	80.79160026
828	80.7700503
829	80.75358132
830	80.73094226
831	80.70510822
832	80.69218462
833	80.66835485
834	80.64849289
835	80.63917095
836	80.62522032
837	80.60615811
838	80.58294808
839	80.56448538
840	80.54111065
841	80.52836926
842	80.50892935
843	80.48761515
844	80.46564413
845	80.45089251
846	80.42260894
847	80.40434879
848	80.38578541
849	80.36921163
850	80.35311349
851	80.34132864
852	80.3284678
853	80.30936256
854	80.2921047
855	80.27404377
856	80.25345793
857	80.2396161
858	80.21915844
859	80.20245854
860	80.18696249
861	80.16997971
862	80.15077309
863	80.13372462
864	80.10988833
865	80.08439629
866	80.06947788
867	80.04542898
868	80.02069619
869	80.00355382
870	79.99243536
871	79.97444914
872	79.95824572
873	79.93949727
874	79.92130226
875	79.90722182
876	79.89001622
877	79.87352954
878	79.8627598
879	79.83619595
880	79.81927947
881	79.80696817
882	79.79356072
883	79.76730499
884	79.75042778
885	79.73554501
886	79.72238664
887	79.7004215
888	79.67763838
889	79.6655875
890	79.64748079
891	79.62452739
892	79.60041006
893	79.58598111
894	79.56833949
895	79.55386346
896	79.53342407
897	79.51507781
898	79.49319559
899	79.47317782
900	79.45933206
901	79.43597023
902	79.41892323
903	79.40673041
904	79.38502641
905	79.36770313
906	79.35194271
907	79.33033748
908	79.31675701
909	79.28921188
910	79.26979029
911	79.25047222
912	79.23500825
913	79.2074098
914	79.18877237
915	79.17571389
916	79.15658578
917	79.13972681
918	79.12669596
919	79.10472363
920	79.08631894
921	79.06518704
922	79.04997056
923	79.03102718
924	79.01511778
925	78.99739058
926	78.97444062
927	78.95817665
928	78.94167799
929	78.92091196
930	78.90586303
931	78.89604243
932	78.88207307
933	78.86963502
934	78.85754896
935	78.83979868
936	78.81393386
937	78.79999401
938	78.78789348
939	78.7717301
940	78.75752824
941	78.72880011
942	78.71162053
943	78.6960067
944	78.68103722
945	78.66571194
946	78.65230297
947	78.63818046
948	78.62613845
949	78.61193014
950	78.58770955
951	78.57214468
952	78.55915606
953	78.54678857
954	78.53420471
955	78.50784429
956	78.48809197
957	78.46591621
958	78.45288522
959	78.43335644
960	78.42212111
961	78.40714278
962	78.39087309
963	78.37301109
964	78.35408627
965	78.33329976
966	78.31883822
967	78.29954264
968	78.2792211
969	78.26639772
970	78.24952762
971	78.23239282
972	78.21986783
973	78.2032696
974	78.18514894
975	78.17466223
976	78.15922018
977	78.13599621
978	78.11827716
979	78.09477873
980	78.07323668
981	78.0577437
982	78.04028008
983	78.02724629
984	78.00086257
985	77.97472276
986	77.95434429
987	77.93054297
988	77.91610744
989	77.89729871
990	77.87284191
991	77.85169653
992	77.83927052
993	77.81936449
994	77.8036492
995	77.78889707
996	77.77647986
997	77.7541737
998	77.73393212
999	77.71302415
